"","stest","start","pvalue","htest","mean","halfwidth"
"(Intercept)",1,1,0.939771218909861,1,3.97349095515658,0.00902552308825959
"nTreatment",1,1,0.976015438582079,1,0.0754766763595415,0.00297297267753766
"Specieschlorocyanus",1,1,0.904892887664148,1,-0.206632746346143,0.00231644651666536
"Speciescristatellus",1,1,0.05058747841245,1,-0.0308067994317523,0.00246561818162457
"Speciescybotes",1,1,0.203022500286956,1,-0.159004160860891,0.00207659162343979
"Speciesdistichus",1,1,0.887530981142549,1,-0.0760669540794118,0.00226321076517183
"Speciesequestris",1,1,0.919799587257272,1,-1.7632715258731,0.00887563260070288
"Speciessagrei",1,1,0.131025763033675,0,0.00596823871236935,0.00253355314974807
"SVL",1,1,0.864180624638714,1,0.0561664014573174,0.000440623444074632
"Velocity_cm.s",1,1,0.722593802694064,1,4.20249638840268,0.0174881622695036
"AgeEndurance",1,1,0.0957661117067908,0,-0.000833516911781084,0.000283055608834296
"nTreatment:Specieschlorocyanus",1,1,0.837598222106365,1,0.167881365419028,0.00434696957647621
"nTreatment:Speciescristatellus",1,1,0.389635574982718,1,-0.0422764918814018,0.00415425433291659
"nTreatment:Speciescybotes",1,1,0.574182485752703,1,-0.316740208433579,0.00431729712086374
"nTreatment:Speciesdistichus",1,1001,0.199315961000329,1,-0.0966144308460368,0.00471918161177201
"nTreatment:Speciesequestris",1,1,0.126990945738337,0,-0.00888837723456471,0.00421461794879421
"nTreatment:Speciessagrei",1,1,0.836031204128018,1,0.102876847320671,0.00401551342866865
"(Intercept).Cage.1",1,1,0.186596635783403,0,-0.00358346107705906,0.00154395502629091
"(Intercept).Cage.10",1,1,0.357933113139772,1,0.0235705514110559,0.00148931478477608
"(Intercept).Cage.11",1,1,0.546420199598003,0,-0.0125039652192763,0.00153897390077369
"(Intercept).Cage.12",1,1,0.22762447002489,1,0.0400920509663766,0.00167391325732582
"(Intercept).Cage.13",1,1,0.331761819308866,0,-0.0108783408407957,0.00150376814800604
"(Intercept).Cage.14",1,1,0.969663566816155,1,0.0253838970763135,0.00138149946173468
"(Intercept).Cage.15",1,1,0.158727380807334,1,0.0248317472485168,0.00158378575056443
"(Intercept).Cage.16",1,1,0.636385693564685,0,-0.00543955437559813,0.00148622289929918
"(Intercept).Cage.17",1,1,0.110340027284466,1,0.0236182394055098,0.00152550294063892
"(Intercept).Cage.18",1,1,0.290088684794799,1,-0.0233371295446089,0.00173067652593806
"(Intercept).Cage.19",1,1,0.0809234255791671,0,-0.0131997644078847,0.00156500654829279
"(Intercept).Cage.2",1,1,0.514676736170415,0,0.00645587443041264,0.0014128700655098
"(Intercept).Cage.20",1,1,0.753996013933014,1,-0.0476502976300861,0.00184703812565506
"(Intercept).Cage.21",1,501,0.063727570839571,0,0.00754434708975981,0.0017439594338817
"(Intercept).Cage.22",1,1,0.861934121499599,0,-0.00165400606899056,0.00137990700182279
"(Intercept).Cage.23",1,1,0.376152913324798,0,-0.0122761745738701,0.00145085143369731
"(Intercept).Cage.24",1,1,0.0542614988455088,0,-0.0038813430378531,0.00150333524842905
"(Intercept).Cage.25",1,1,0.0714754407210324,0,-0.0124209480562496,0.00167547909614883
"(Intercept).Cage.26",1,1,0.599339454691589,1,-0.0158434275778693,0.00145310502287059
"(Intercept).Cage.27",1,1,0.464949985819615,0,0.00472650137018539,0.00149622188923836
"(Intercept).Cage.28",1,1,0.614795175899929,1,0.0495887413158729,0.00180105257480052
"(Intercept).Cage.29",1,1,0.209269703576774,0,-0.00766631602311298,0.00150971929053537
"(Intercept).Cage.3",1,1,0.762884042796759,0,0.0137197756960932,0.0014754546156311
"(Intercept).Cage.30",1,1,0.467359104742978,0,-0.0135856665117826,0.0015133411054331
"(Intercept).Cage.31",1,1,0.369169866361463,0,-0.00892157205411604,0.0015304735227469
"(Intercept).Cage.32",1,1,0.419601464629606,0,-0.0103357178452995,0.00162334810703399
"(Intercept).Cage.33",1,1,0.179178983935842,0,0.00182511790340455,0.00138239902690494
"(Intercept).Cage.34",1,1,0.337146588406873,0,-0.00280539424494478,0.0014110643226903
"(Intercept).Cage.35",1,1,0.383846288893669,0,0.00656171877254675,0.0015377307964091
"(Intercept).Cage.36",1,1,0.987138643372695,0,-0.00735265060994425,0.00155618575890438
"(Intercept).Cage.37",1,1,0.481810468584663,0,0.00612222641231034,0.00145630106511642
"(Intercept).Cage.38",1,1,0.709977986158682,1,0.0152130692054709,0.00151030025644443
"(Intercept).Cage.4",1,1501,0.0776063666807245,0,0.0155978094197719,0.00177402302241406
"(Intercept).Cage.40",1,1,0.433695447296432,0,-0.000736548592069885,0.00165426538840325
"(Intercept).Cage.42",1,1,0.324734525749733,0,0.0131339109708992,0.00146701641613849
"(Intercept).Cage.43",1,1,0.805483896875845,0,0.0109017094430203,0.00155155495855025
"(Intercept).Cage.44",1,1,0.599666638248824,1,-0.030615077518953,0.00181293645865033
"(Intercept).Cage.45",1,1,0.648036403067599,0,0.00342898911780629,0.00152902790199203
"(Intercept).Cage.46",1,1,0.563664562835307,0,0.00872328726398463,0.00154682867669402
"(Intercept).Cage.47",1,1,0.192733680953047,0,0.0105324499780866,0.00158870669156073
"(Intercept).Cage.48",1,1,0.0921652270748688,0,-0.00548887463140399,0.00141102736608395
"(Intercept).Cage.49",1,1,0.332820590487475,0,0.000602529519750834,0.00148332788130701
"(Intercept).Cage.50",1,1,0.506576413154703,1,-0.0288544810801011,0.00160847258682552
"(Intercept).Cage.51",1,1,0.797665699576195,0,0.01367979446809,0.00154171552823845
"(Intercept).Cage.57",1,1,0.960270588563425,1,-0.0198399357924103,0.00156914286107785
"(Intercept).Cage.58",1,1,0.383745907358665,1,-0.0169792841092965,0.00154716932954059
"(Intercept).Cage.59",1,1,0.38648196466959,1,0.0183068466799984,0.00150568885118591
"(Intercept).Cage.6",1,1,0.814216579024965,1,-0.0171565883551282,0.00156633368771346
"(Intercept).Cage.60",1,1501,0.57912914732356,1,0.027110726649094,0.0018680884393435
"(Intercept).Cage.61",1,1,0.562251046398815,0,-0.00464297699469653,0.00154040952371883
"(Intercept).Cage.62",1,1,0.66654140695936,1,-0.0203889016615747,0.00148945034213423
"(Intercept).Cage.63",1,1,0.457527934388178,0,-0.0130065470604597,0.00158667379062085
"(Intercept).Cage.64",1,1,0.956853721663061,0,0.0122903228218122,0.00160254053199589
"(Intercept).Cage.65",1,1,0.678567751404822,0,0.000324351921557083,0.00156313365474762
"(Intercept).Cage.66",1,1,0.121530621575708,0,-0.00507792602417853,0.00155362982224067
"(Intercept).Cage.67",1,1,0.377513778381609,1,0.0257991384522785,0.00161707498106848
"(Intercept).Cage.68",1,1,0.208021289577187,0,0.00170587322305258,0.00146487770836476
"(Intercept).Cage.69",1,1,0.202735163086504,1,-0.0288933196717536,0.00164736788323356
"(Intercept).Cage.7",1,1,0.944868722552159,0,0.00297815193647704,0.00144787776159033
"(Intercept).Cage.70",1,1,0.436391003150552,1,-0.0195659363047106,0.0015213229481935
"(Intercept).Cage.71",1,1,0.4556161643048,1,-0.0173619403922196,0.00151839355973801
"(Intercept).Cage.72",1,1,0.939429412529975,0,0.00557834585704238,0.00163851451848453
"(Intercept).Cage.73",1,1,0.605426495300021,1,0.0245811427604283,0.0016271069880204
"(Intercept).Cage.74",1,1,0.342502748199029,1,0.0231659448149437,0.00168572914211036
"(Intercept).Cage.75",1,1,0.158988199067404,0,-0.00417700389953885,0.00159248964644575
"(Intercept).Cage.76",1,1,0.406893195394155,1,0.0200514111470799,0.00170827599322894
"(Intercept).Cage.77",1,1,0.824008699312129,0,-0.00499559914790737,0.00151441482530762
"(Intercept).Cage.8",1,1,0.46390128580932,1,-0.0228392535308945,0.0016034348032654
"(Intercept).Cage.9",1,1,0.664299787652811,1,-0.0172305018262203,0.00157220715307363
"nTreatment.Cage.1",1,1,0.337381279266533,0,-0.00572795560735771,0.00309646615044583
"nTreatment.Cage.10",1,1,0.756438846969186,0,0.0243787594434105,0.0028762887832681
"nTreatment.Cage.11",1,1,0.307675023828186,1,-0.0361051841560843,0.00309879595822614
"nTreatment.Cage.12",1,1,0.795571976588984,0,0.0196010629983514,0.00294945097730811
"nTreatment.Cage.13",1,1,0.67057085601334,0,-0.00679055103741838,0.0028689800401975
"nTreatment.Cage.14",1,1,0.881476461440534,0,-0.0257704316205011,0.0029132683207909
"nTreatment.Cage.15",1,1,0.519633373059858,1,-0.0389649557791171,0.00304024876918198
"nTreatment.Cage.16",1,1,0.288841890467222,0,-0.00652248781192898,0.00277173197325132
"nTreatment.Cage.17",1,1,0.606551888647326,1,0.0594268275004642,0.0031482232465241
"nTreatment.Cage.18",1,1,0.12193731316287,1,-0.040844791451146,0.00326841638117447
"nTreatment.Cage.19",1,1,0.200662688057811,1,0.035159774522326,0.00320240161236981
"nTreatment.Cage.2",1,1,0.335870476727297,1,0.0288330185291191,0.00287949775608054
"nTreatment.Cage.20",1,1,0.282947717940709,1,0.044261683926355,0.0031299252988891
"nTreatment.Cage.21",1,1,0.485554083215316,0,-0.012809971509062,0.00331363989848118
"nTreatment.Cage.22",1,1001,0.893721898094041,0,0.0184939809859999,0.00316157156859069
"nTreatment.Cage.23",1,1,0.496259416389925,1,0.0770505132232783,0.00343644466551524
"nTreatment.Cage.24",1,1,0.535498769218857,0,-0.0166287825343166,0.00296402382205754
"nTreatment.Cage.25",1,1,0.949715129944321,0,0.024382828661275,0.00340092709133417
"nTreatment.Cage.26",1,1,0.422995089636552,1,-0.0846949093281802,0.0037231978983234
"nTreatment.Cage.27",1,1,0.852373740282157,0,0.00597196578542797,0.00288531510333851
"nTreatment.Cage.28",1,1,0.498854004570163,1,0.0466999989632098,0.00311931376152495
"nTreatment.Cage.29",1,1,0.635356690119022,1,-0.0660573875586228,0.00326934383042195
"nTreatment.Cage.3",1,1,0.126335530711979,0,0.0194972243219992,0.00295867407831437
"nTreatment.Cage.30",1,1,0.977843195796602,0,0.00440732813145806,0.00298087473799738
"nTreatment.Cage.31",1,1,0.419527876250576,1,-0.0447256167397353,0.00326031000149388
"nTreatment.Cage.32",1,1,0.10860804583496,0,0.0285994522412617,0.00329556993887952
"nTreatment.Cage.33",1,1,0.265720401297025,0,0.00650035904549563,0.00303746394940154
"nTreatment.Cage.34",1,1,0.567866177779463,1,0.0295244766155922,0.00274542530844846
"nTreatment.Cage.35",1,1,0.0877107320274635,0,0.00934469621286496,0.002966823990036
"nTreatment.Cage.36",1,1,0.722473126758678,0,-0.00941853119442493,0.00304412287219656
"nTreatment.Cage.37",1,1,0.674525016619324,0,0.0101751436138935,0.00279781471025499
"nTreatment.Cage.38",1,1,0.618203431239831,0,-0.0215181878370776,0.00284858752600108
"nTreatment.Cage.4",1,1,0.728755218816378,0,0.00263335518717622,0.00293428124538527
"nTreatment.Cage.40",1,1,0.295687871889392,0,0.00170766808387334,0.00316348595997884
"nTreatment.Cage.42",1,1,0.357646040384317,0,0.0270494166381717,0.00290178849874473
"nTreatment.Cage.43",1,1,0.135128364349381,0,0.0141564195248696,0.00304279388659002
"nTreatment.Cage.44",1,1,0.753899094899171,1,-0.0472442022063204,0.00328781531322287
"nTreatment.Cage.45",1,1,0.940265881129007,0,0.000405249511142286,0.00288647951400831
"nTreatment.Cage.46",1,1,0.157279869201425,0,0.0269765162446846,0.0030670990708448
"nTreatment.Cage.47",1,1,0.84245118255121,0,0.00930303788266359,0.00301702213537009
"nTreatment.Cage.48",1,1,0.499304868176348,0,-0.00912289033184614,0.00311101701257798
"nTreatment.Cage.49",1,1,0.674202802154499,0,-0.00480893851051031,0.00295040554580313
"nTreatment.Cage.50",1,1,0.121019173257325,0,-0.0106321494651589,0.00295166221646951
"nTreatment.Cage.51",1,1,0.504164186720117,0,-0.0114700600294417,0.00290550694002492
"nTreatment.Cage.57",1,1,0.529875825976429,0,-0.0119367921702042,0.00288922750399573
"nTreatment.Cage.58",1,1,0.480147228070906,0,0.00301176167063579,0.00295313185625555
"nTreatment.Cage.59",1,1,0.555692735992258,0,0.0198292187215056,0.00239125486141944
"nTreatment.Cage.6",1,1,0.182080971627955,0,-0.0135791444992834,0.00304493215943682
"nTreatment.Cage.60",1,1,0.905889445736715,0,0.0108114377956721,0.00291451006233951
"nTreatment.Cage.61",1,1,0.281894992549528,0,-0.0278000788312705,0.00316290932719546
"nTreatment.Cage.62",1,1,0.80741120371119,1,-0.0573606196373641,0.00313516389088424
